value_euro,age,release_clause_euro,sprint_speed,dribbling,position
180,19,338,64,58,Midfield
130,23,254,69,55,Midfield
180,19,374,70,55,Midfield
190,19,375,68,55,Midfield
110,23,215,46,18,Goalkeeper
150,18,281,15,19,Goalkeeper
180,17,495,77,54,Forward
150,21,356,66,56,Defense
130,22,241,48,16,Goalkeeper
150,19,371,25,7,Goalkeeper
160,17,464,20,7,Goalkeeper
140,22,336,58,49,Forward
90,24,131,39,13,Goalkeeper
170,19,404,67,45,Defense
110,22,215,75,54,Defense
190,19,480,61,46,Forward
140,22,329,68,52,Forward
180,20,374,57,45,Defense
130,24,254,73,56,Forward
130,21,202,72,61,Forward
150,19,334,28,13,Goalkeeper
110,22,231,18,8,Goalkeeper
200,19,375,73,62,Forward
120,24,174,66,53,Midfield
170,19,319,72,54,Defense
90,24,160,69,55,Defense
60,29,75,35,13,Goalkeeper
130,23,254,63,54,Midfield
130,19,267,78,55,Defense
110,26,168,75,66,Midfield
90,21,131,21,10,Goalkeeper
200,18,450,62,59,Forward
190,20,413,70,58,Forward
130,21,202,69,44,Midfield
140,23,252,66,55,Forward
160,18,452,64,47,Defense
120,22,198,52,25,Defense
120,22,234,54,25,Defense
110,23,193,52,47,Defense
130,22,215,60,30,Defense
120,24,186,69,57,Midfield
180,18,450,63,58,Midfield
120,20,198,67,26,Defense
160,19,332,67,57,Forward
130,24,228,65,57,Forward
160,21,272,70,58,Midfield
150,19,218,75,55,Midfield
130,21,202,60,58,Midfield
150,20,285,77,57,Midfield
80,27,106,68,49,Defense
190,19,428,78,56,Forward
110,21,182,40,13,Goalkeeper
150,20,218,66,62,Midfield
130,21,202,73,39,Midfield
170,18,429,64,59,Defense
80,27,126,37,17,Goalkeeper
120,24,186,69,58,Forward
150,22,263,80,59,Midfield
180,20,428,61,52,Midfield
180,17,383,71,57,Midfield
90,24,164,48,16,Goalkeeper
120,25,219,54,59,Midfield
80,26,122,26,11,Goalkeeper
160,21,272,69,60,Forward
190,18,428,80,59,Midfield
110,20,171,41,8,Goalkeeper
90,26,119,65,54,Defense
110,20,160,21,12,Goalkeeper
160,18,300,70,48,Defense
180,19,455,59,53,Midfield
180,18,374,66,54,Midfield
120,17,186,65,35,Defense
140,19,217,65,45,Midfield
130,21,254,63,56,Midfield
110,22,215,55,51,Midfield
100,25,143,61,60,Defense
200,19,455,71,57,Forward
120,22,264,55,57,Midfield
180,20,455,56,29,Defense
130,20,273,64,49,Midfield
80,25,114,30,9,Goalkeeper
170,21,446,55,51,Midfield
110,25,157,70,55,Midfield
110,22,187,17,7,Goalkeeper
160,21,232,76,63,Forward
160,20,256,71,61,Midfield
160,21,404,31,25,Defense
200,21,465,54,50,Midfield
140,22,217,73,58,Midfield
140,20,238,71,56,Defense
200,20,395,65,58,Midfield
160,18,316,65,56,Forward
150,19,281,68,52,Defense
90,25,155,62,49,Defense
190,20,461,63,51,Midfield
190,18,356,57,59,Midfield
130,22,189,70,54,Forward
120,19,198,19,12,Goalkeeper
140,20,203,70,58,Midfield
110,24,215,67,38,Defense
140,21,263,29,7,Goalkeeper
190,19,480,77,56,Midfield
220,19,512,81,61,Midfield
210,19,572,61,55,Midfield
200,20,415,67,58,Defense
150,22,248,69,58,Midfield
210,21,425,76,34,Defense
200,19,385,57,23,Defense
140,23,273,75,56,Defense
220,20,512,49,68,Forward
140,21,238,61,45,Midfield
180,19,338,68,55,Midfield
180,21,338,60,30,Defense
170,22,349,61,54,Midfield
190,19,480,74,60,Midfield
140,24,256,75,56,Midfield
170,21,247,70,59,Midfield
140,21,203,66,55,Defense
130,21,221,29,7,Goalkeeper
140,22,217,16,10,Goalkeeper
190,18,356,67,35,Defense
180,20,351,66,57,Midfield
190,21,276,77,54,Forward
230,18,610,67,64,Forward
230,17,667,58,51,Forward
180,21,261,61,55,Midfield
190,18,513,53,13,Goalkeeper
10,39,13,35,12,Goalkeeper
110,22,209,32,15,Goalkeeper
110,24,215,55,18,Goalkeeper
60,33,129,20,10,Goalkeeper
180,17,356,68,62,Midfield
100,30,125,59,58,Midfield
210,18,530,60,57,Midfield
190,19,461,63,53,Defense
130,25,237,69,58,Midfield
10,38,13,15,14,Goalkeeper
140,23,259,52,31,Defense
160,21,304,79,53,Defense
130,21,286,28,14,Goalkeeper
140,23,273,44,21,Defense
150,21,218,69,54,Midfield
170,21,289,69,69,Forward
180,19,419,60,54,Midfield
100,28,143,56,22,Defense
200,19,455,75,50,Defense
170,20,357,76,58,Midfield
180,21,428,54,59,Midfield
180,18,455,65,53,Midfield
150,21,218,57,53,Midfield
110,26,146,62,52,Defense
140,24,214,54,45,Forward
160,20,248,69,59,Forward
210,20,394,66,27,Defense
120,25,222,62,44,Midfield
160,21,264,58,65,Forward
190,19,537,62,50,Defense
120,23,174,67,55,Defense
160,22,312,80,63,Forward
210,19,488,67,59,Midfield
210,17,515,74,57,Forward
190,19,423,67,51,Defense
190,19,432,68,51,Midfield
170,18,353,24,7,Goalkeeper
170,19,370,28,11,Goalkeeper
140,21,280,33,5,Goalkeeper
180,20,351,85,58,Forward
150,23,353,71,64,Forward
130,20,228,60,50,Defense
160,21,232,68,48,Defense
180,18,392,62,52,Defense
200,20,505,74,61,Defense
140,25,186,67,55,Midfield
160,23,264,73,64,Midfield
140,23,200,73,57,Midfield
170,20,395,69,50,Defense
200,21,395,68,52,Defense
110,24,160,54,16,Goalkeeper
180,22,351,68,57,Midfield
130,26,192,61,49,Forward
140,24,256,71,48,Forward
220,19,523,64,51,Forward
200,20,375,88,52,Forward
120,23,159,73,48,Defense
160,23,376,75,55,Midfield
80,29,108,63,50,Defense
160,22,364,33,10,Goalkeeper
150,20,218,62,56,Midfield
110,23,259,24,12,Goalkeeper
150,22,240,53,28,Defense
210,18,530,55,53,Forward
160,20,280,57,55,Defense
180,21,455,73,58,Defense
180,21,351,69,57,Midfield
140,22,308,32,20,Goalkeeper
190,19,480,70,54,Defense
150,18,248,72,55,Defense
130,25,185,69,53,Midfield
140,20,322,60,60,Midfield
130,21,254,55,15,Goalkeeper
170,20,281,81,63,Forward
130,24,237,71,53,Midfield
220,19,556,72,56,Forward
160,22,336,50,50,Defense
210,17,515,74,60,Midfield
210,18,530,63,55,Midfield
150,24,218,71,60,Midfield
80,29,172,68,52,Defense
180,22,351,58,57,Midfield
140,24,186,69,53,Midfield
150,23,293,62,56,Forward
100,25,158,41,16,Goalkeeper
110,24,231,43,13,Goalkeeper
220,18,704,72,62,Forward
140,25,329,61,27,Defense
140,24,259,64,61,Midfield
230,17,656,73,52,Forward
220,20,523,72,53,Forward
220,19,413,64,61,Midfield
180,18,428,68,52,Forward
150,19,225,72,59,Defense
200,20,495,58,51,Midfield
170,21,247,79,63,Midfield
210,18,467,55,58,Midfield
230,19,621,68,63,Forward
140,25,214,65,52,Forward
180,20,351,65,56,Midfield
230,20,523,74,58,Midfield
220,19,413,80,64,Midfield
100,25,223,51,17,Goalkeeper
140,25,256,76,47,Forward
230,20,581,71,60,Midfield
180,17,455,74,59,Midfield
120,19,234,55,53,Defense
80,28,146,47,15,Goalkeeper
190,18,394,84,58,Defense
210,18,436,72,63,Midfield
180,21,428,74,38,Defense
190,18,551,65,31,Defense
220,19,457,78,60,Forward
110,22,215,22,6,Goalkeeper
150,22,263,68,57,Defense
170,19,264,73,63,Forward
230,21,454,66,57,Midfield
130,22,273,32,17,Goalkeeper
120,21,186,31,14,Goalkeeper
160,22,232,78,60,Forward
160,20,380,50,15,Goalkeeper
70,29,154,45,19,Goalkeeper
190,19,394,55,47,Midfield
190,19,480,70,64,Defense
160,20,232,69,57,Defense
160,19,352,55,30,Defense
150,20,218,72,59,Forward
110,28,237,84,59,Midfield
110,26,162,59,54,Defense
190,20,371,71,62,Midfield
200,19,475,82,59,Defense
90,25,158,55,36,Defense
230,19,690,68,61,Midfield
120,24,225,29,25,Defense
200,20,455,65,65,Midfield
200,17,375,79,59,Midfield
110,27,138,68,63,Midfield
230,20,546,72,48,Forward
100,23,133,27,10,Goalkeeper
160,20,312,63,49,Defense
180,17,495,70,58,Defense
190,19,480,77,60,Midfield
200,19,505,56,39,Defense
220,19,556,80,55,Forward
230,21,454,74,58,Midfield
130,21,267,38,11,Goalkeeper
90,27,119,34,15,Goalkeeper
220,20,523,68,57,Midfield
180,20,383,17,8,Goalkeeper
120,23,174,16,10,Goalkeeper
40,34,62,34,32,Defense
150,22,255,15,7,Goalkeeper
140,20,203,64,30,Defense
140,21,231,70,59,Defense
220,20,490,69,66,Midfield
170,22,315,57,59,Midfield
210,18,478,63,55,Midfield
160,18,404,67,37,Defense
140,25,256,85,55,Forward
150,23,353,84,52,Forward
230,21,454,64,54,Forward
140,22,231,53,60,Defense
170,19,323,38,60,Midfield
110,25,245,64,58,Midfield
220,19,539,69,63,Forward
210,19,499,71,53,Midfield
150,19,218,76,56,Defense
220,19,501,69,58,Midfield
210,18,578,73,54,Defense
170,21,289,65,56,Midfield
210,19,530,62,57,Midfield
210,19,504,63,65,Midfield
190,21,399,60,46,Forward
120,23,174,30,11,Goalkeeper
210,18,446,74,55,Midfield
210,21,499,53,24,Defense
100,31,155,54,53,Midfield
210,19,530,69,55,Midfield
120,20,180,32,13,Goalkeeper
160,20,304,69,59,Midfield
190,18,480,61,32,Defense
140,19,217,41,8,Goalkeeper
230,18,587,61,60,Midfield
230,18,667,79,60,Midfield
190,19,480,76,66,Defense
210,18,499,75,52,Forward
220,18,523,61,50,Forward
140,23,273,51,58,Midfield
100,28,163,45,52,Midfield
70,31,126,21,12,Goalkeeper
120,20,186,23,13,Goalkeeper
230,21,546,71,60,Midfield
180,21,297,72,59,Midfield
150,19,311,35,13,Goalkeeper
140,25,221,68,60,Midfield
140,22,203,62,26,Defense
220,20,468,67,64,Midfield
190,19,451,78,56,Defense
220,20,523,71,58,Midfield
160,22,296,51,20,Defense
200,17,580,65,54,Midfield
150,23,293,74,70,Midfield
110,24,245,59,28,Defense
190,18,480,73,65,Defense
140,24,217,77,59,Midfield
140,21,217,18,13,Goalkeeper
110,24,215,46,7,Goalkeeper
230,21,523,77,58,Forward
160,19,316,25,6,Goalkeeper
160,21,336,65,32,Defense
220,19,523,69,53,Forward
190,19,494,64,57,Midfield
200,20,395,60,22,Defense
200,20,505,60,30,Defense
220,19,479,71,58,Forward
160,21,316,17,10,Goalkeeper
100,26,143,43,14,Goalkeeper
150,21,248,63,57,Midfield
210,19,478,77,57,Midfield
180,18,383,80,55,Midfield
190,18,451,57,31,Defense
190,20,295,72,55,Midfield
220,20,468,76,55,Forward
110,23,198,16,13,Goalkeeper
140,21,259,52,54,Midfield
210,21,446,55,34,Defense
180,21,410,64,31,Defense
130,21,189,74,30,Defense
220,18,638,67,50,Midfield
190,18,570,26,14,Goalkeeper
150,19,285,55,29,Defense
230,20,431,69,63,Midfield
60,33,93,52,55,Midfield
120,24,171,76,54,Defense
200,21,395,74,50,Defense
170,21,332,68,54,Midfield
160,21,264,62,53,Midfield
150,23,293,72,54,Midfield
140,21,273,66,52,Defense
220,19,512,68,59,Forward
150,22,225,67,49,Defense
120,22,234,84,62,Defense
210,21,394,62,42,Defense
110,22,176,33,10,Goalkeeper
220,19,457,75,51,Forward
180,20,351,70,55,Midfield
190,18,447,57,51,Midfield
150,22,293,60,15,Goalkeeper
280,20,567,60,59,Midfield
210,21,347,78,66,Forward
170,24,225,78,54,Forward
240,20,666,65,55,Midfield
140,20,238,18,11,Goalkeeper
10,41,15,28,15,Goalkeeper
220,20,457,62,30,Defense
200,22,420,59,43,Defense
120,27,195,80,54,Defense
160,20,280,20,7,Goalkeeper
250,20,631,55,36,Defense
80,31,140,54,13,Goalkeeper
250,17,506,65,56,Forward
190,21,371,71,60,Defense
180,23,261,69,58,Midfield
120,27,159,33,11,Goalkeeper
180,22,351,68,51,Defense
130,24,254,23,8,Goalkeeper
180,18,374,26,10,Goalkeeper
160,22,336,40,16,Goalkeeper
150,21,218,59,27,Defense
200,20,420,67,62,Midfield
150,27,244,64,56,Midfield
250,17,656,61,56,Midfield
150,22,248,40,17,Goalkeeper
220,21,501,75,59,Defense
210,19,436,63,48,Defense
240,19,498,62,56,Midfield
210,18,457,64,57,Midfield
160,25,292,71,61,Midfield
180,22,261,66,61,Midfield
270,20,628,55,66,Midfield
110,27,201,34,11,Goalkeeper
260,19,754,69,59,Midfield
160,23,232,66,46,Defense
250,21,581,67,67,Midfield
220,21,429,50,56,Midfield
260,19,683,63,57,Midfield
270,20,506,60,62,Midfield
190,21,323,59,59,Midfield
150,22,293,61,51,Defense
230,19,546,73,59,Midfield
200,22,350,72,59,Forward
260,18,605,65,64,Midfield
180,21,423,70,58,Midfield
120,27,159,85,59,Defense
200,22,290,67,65,Midfield
190,19,371,78,56,Forward
180,20,342,63,61,Defense
190,20,352,67,60,Midfield
190,22,371,79,61,Forward
150,21,285,55,35,Defense
220,22,429,80,60,Forward
220,21,352,62,49,Forward
160,26,260,65,51,Forward
80,31,172,54,16,Goalkeeper
190,20,314,55,53,Defense
200,21,330,70,59,Midfield
250,17,494,64,51,Forward
250,18,594,72,66,Midfield
170,22,225,73,58,Midfield
260,18,514,67,60,Forward
50,37,63,43,64,Forward
160,19,264,24,6,Goalkeeper
170,23,315,73,57,Defense
220,22,418,70,60,Midfield
130,25,289,74,51,Defense
180,24,351,61,53,Forward
200,21,380,63,58,Midfield
160,20,264,77,57,Defense
250,18,594,82,60,Midfield
180,21,279,33,21,Goalkeeper
220,20,418,68,51,Midfield
280,20,707,68,52,Forward
180,24,333,64,54,Midfield
210,19,488,36,8,Goalkeeper
280,19,707,79,58,Forward
100,29,135,83,41,Defense
180,22,432,77,57,Midfield
230,18,500,57,28,Defense
200,23,290,68,57,Midfield
210,19,368,61,60,Midfield
140,22,203,41,19,Goalkeeper
190,22,276,86,65,Defense
170,21,281,21,12,Goalkeeper
180,23,351,73,56,Midfield
230,18,581,71,54,Defense
260,19,709,64,57,Midfield
240,20,474,69,58,Midfield
160,22,248,26,13,Goalkeeper
140,23,245,25,15,Goalkeeper
250,18,531,77,59,Forward
240,19,570,52,27,Defense
140,24,200,69,48,Defense
150,23,218,62,45,Defense
200,18,525,34,13,Goalkeeper
200,21,340,69,43,Defense
230,19,431,70,56,Midfield
130,24,254,27,14,Goalkeeper
200,21,340,79,59,Midfield
140,23,231,33,9,Goalkeeper
100,29,175,55,53,Defense
170,23,259,51,54,Midfield
280,21,763,65,57,Midfield
250,20,656,56,32,Defense
170,23,247,67,50,Midfield
260,19,540,56,49,Forward
270,20,587,62,56,Midfield
200,20,310,70,62,Forward
250,18,631,51,62,Midfield
150,21,218,72,58,Defense
210,21,305,75,54,Forward
160,26,260,53,57,Forward
220,20,429,80,59,Forward
220,21,396,64,64,Midfield
150,23,233,59,26,Defense
230,19,581,83,62,Defense
170,22,298,31,7,Goalkeeper
180,22,360,62,64,Midfield
210,20,326,63,61,Midfield
280,18,700,77,52,Forward
180,20,306,66,54,Midfield
270,20,641,65,58,Midfield
210,19,425,22,27,Goalkeeper
120,26,267,33,19,Goalkeeper
210,21,357,65,62,Midfield
170,22,264,29,7,Goalkeeper
160,23,376,65,26,Defense
150,24,233,70,49,Defense
250,18,606,66,53,Forward
150,21,233,66,55,Defense
120,24,195,16,5,Goalkeeper
150,23,225,62,54,Midfield
240,19,510,60,33,Defense
220,20,462,63,65,Midfield
190,22,333,70,32,Defense
260,19,579,70,62,Forward
170,22,332,53,60,Defense
170,22,323,58,14,Goalkeeper
200,21,340,57,57,Midfield
160,22,248,72,54,Midfield
130,26,211,59,57,Midfield
170,23,259,61,62,Midfield
20,37,25,34,21,Goalkeeper
250,21,469,81,52,Forward
130,29,228,76,58,Forward
170,20,281,69,58,Defense
170,20,298,30,10,Goalkeeper
200,22,470,69,58,Midfield
220,21,468,66,55,Defense
210,21,305,77,58,Midfield
180,22,297,38,14,Goalkeeper
250,17,494,69,56,Midfield
110,28,201,28,21,Goalkeeper
80,31,172,49,12,Goalkeeper
170,24,234,58,58,Midfield
130,20,228,24,8,Goalkeeper
170,21,332,68,57,Defense
160,21,232,24,8,Goalkeeper
120,27,159,63,24,Defense
170,18,289,63,60,Defense
230,20,454,30,12,Goalkeeper
160,23,232,58,34,Defense
210,19,347,68,58,Forward
220,21,512,44,41,Defense
100,29,195,61,63,Defense
160,22,272,33,12,Goalkeeper
160,22,280,69,57,Defense
280,17,700,70,47,Forward
200,22,390,64,24,Defense
80,31,100,12,7,Goalkeeper
200,21,340,71,60,Midfield
220,21,429,74,55,Forward
50,34,68,46,47,Defense
180,22,261,58,52,Forward
120,26,213,36,8,Goalkeeper
210,19,525,28,10,Goalkeeper
250,21,531,64,61,Defense
150,20,233,28,12,Goalkeeper
240,21,570,64,58,Midfield
70,33,123,53,53,Defense
200,23,290,77,64,Forward
280,20,707,65,62,Forward
250,18,725,58,55,Midfield
200,22,350,64,56,Midfield
150,22,315,61,53,Defense
200,21,330,65,49,Defense
230,21,403,68,59,Midfield
220,22,418,50,64,Midfield
210,19,578,29,13,Goalkeeper
240,21,522,67,59,Midfield
170,21,289,26,14,Goalkeeper
120,31,210,51,60,Forward
180,19,432,55,25,Defense
110,31,193,61,43,Midfield
160,20,264,63,33,Defense
180,22,261,63,51,Midfield
150,23,255,58,61,Defense
220,18,528,77,57,Defense
190,21,314,65,58,Midfield
280,20,735,64,64,Midfield
170,18,332,66,46,Defense
270,20,682,57,59,Midfield
270,20,587,66,57,Midfield
230,20,477,15,11,Goalkeeper
260,19,540,70,65,Midfield
280,19,525,72,52,Forward
280,20,525,71,68,Forward
140,24,273,29,10,Goalkeeper
120,29,195,39,48,Defense
180,19,378,57,29,Defense
270,20,628,55,62,Midfield
110,27,160,34,50,Defense
270,19,574,57,65,Midfield
130,22,189,35,9,Goalkeeper
120,24,219,48,20,Goalkeeper
230,20,334,69,59,Midfield
160,22,264,32,13,Goalkeeper
250,19,556,55,34,Defense
170,24,281,64,60,Midfield
190,21,371,56,26,Defense
200,21,370,68,54,Defense
180,22,306,75,57,Midfield
170,22,315,82,57,Defense
170,22,264,67,60,Midfield
120,27,159,63,50,Midfield
120,28,267,51,33,Defense
210,20,436,77,37,Defense
200,20,470,82,59,Forward
190,23,314,65,52,Forward
250,20,469,64,43,Defense
180,20,297,60,47,Midfield
170,19,281,78,54,Defense
200,18,465,30,14,Goalkeeper
190,19,276,74,60,Forward
200,22,470,72,60,Midfield
170,22,264,68,57,Defense
90,28,113,42,17,Goalkeeper
200,20,350,44,56,Midfield
80,31,140,49,12,Goalkeeper
280,20,707,68,57,Midfield
290,19,725,74,62,Midfield
190,22,295,65,58,Midfield
130,26,172,86,56,Defense
280,19,595,70,46,Forward
170,23,247,79,54,Defense
120,22,171,25,15,Goalkeeper
250,18,656,67,58,Midfield
270,20,682,69,51,Midfield
180,23,306,40,65,Midfield
240,19,606,67,37,Defense
230,22,380,81,66,Midfield
220,21,319,71,59,Midfield
260,19,657,63,56,Forward
270,20,574,70,65,Forward
140,22,231,20,11,Goalkeeper
250,20,556,62,51,Midfield
200,19,375,83,54,Defense
150,26,334,74,53,Midfield
30,36,56,46,19,Goalkeeper
140,24,238,40,10,Goalkeeper
250,21,494,61,22,Defense
180,21,261,61,62,Forward
90,31,122,65,45,Midfield
170,22,289,59,23,Defense
260,19,657,67,63,Midfield
180,23,351,76,61,Forward
100,29,215,58,60,Defense
170,22,332,88,60,Midfield
120,27,267,55,52,Midfield
160,26,356,70,57,Midfield
190,22,456,71,67,Forward
230,18,443,58,48,Defense
130,24,241,33,13,Goalkeeper
280,21,679,65,58,Forward
180,23,279,52,53,Midfield
250,18,619,68,62,Midfield
230,20,569,33,10,Goalkeeper
30,36,38,32,37,Defense
200,19,425,70,53,Defense
200,22,350,61,57,Forward
130,22,312,23,10,Goalkeeper
170,20,391,64,49,Defense
180,21,396,16,10,Goalkeeper
200,21,290,69,56,Midfield
150,23,293,42,36,Defense
130,26,237,54,43,Defense
190,22,276,71,54,Midfield
120,26,207,72,52,Defense
190,23,295,70,70,Midfield
220,22,385,72,56,Forward
50,35,78,21,15,Goalkeeper
100,28,133,39,11,Goalkeeper
220,22,341,67,64,Midfield
230,18,512,55,56,Defense
160,26,228,64,62,Forward
150,23,218,84,57,Defense
170,25,276,67,56,Forward
180,21,360,60,44,Defense
250,20,631,61,56,Midfield
200,20,400,63,58,Midfield
130,21,189,46,13,Goalkeeper
230,18,477,64,29,Defense
325,19,756,63,55,Midfield
220,22,363,60,57,Midfield
180,24,293,46,50,Defense
300,20,563,63,34,Defense
200,21,390,73,58,Defense
160,25,312,34,14,Goalkeeper
300,20,608,70,59,Defense
210,24,278,81,65,Forward
210,26,383,64,56,Forward
325,18,609,68,58,Midfield
170,24,306,45,14,Goalkeeper
280,20,616,48,49,Forward
220,21,319,81,58,Midfield
350,21,691,73,59,Midfield
180,24,315,55,28,Defense
240,20,348,63,58,Midfield
325,20,821,68,56,Midfield
220,23,352,59,25,Defense
290,19,841,58,40,Defense
325,18,772,76,54,Forward
270,21,459,60,68,Midfield
325,18,772,76,60,Forward
130,29,189,57,55,Midfield
190,27,347,72,62,Forward
280,18,623,55,31,Defense
240,22,396,84,61,Forward
260,20,403,68,44,Forward
270,20,392,67,57,Forward
300,20,758,66,52,Defense
300,20,698,65,62,Defense
240,23,408,64,55,Midfield
240,21,408,65,61,Midfield
200,23,265,72,63,Midfield
250,21,388,69,58,Midfield
220,22,341,62,58,Midfield
60,34,75,20,14,Goalkeeper
140,26,186,40,19,Goalkeeper
300,20,758,66,60,Defense
210,24,305,75,55,Midfield
200,25,265,78,62,Midfield
230,21,391,70,58,Midfield
290,19,674,55,52,Midfield
200,23,380,69,52,Defense
230,21,449,80,58,Forward
120,29,258,55,36,Defense
190,23,371,66,53,Defense
290,18,703,55,41,Defense
300,20,593,77,49,Defense
300,20,698,62,57,Defense
180,25,342,77,47,Defense
230,22,449,66,55,Defense
140,31,245,68,55,Midfield
350,17,963,76,62,Forward
220,22,418,88,48,Defense
350,21,831,66,61,Forward
180,23,351,64,55,Defense
210,24,326,70,58,Midfield
325,18,837,66,64,Midfield
240,19,372,78,56,Defense
140,26,186,59,12,Goalkeeper
230,20,437,63,64,Midfield
325,18,691,72,61,Midfield
220,21,319,69,57,Forward
250,18,475,67,58,Midfield
180,24,351,71,45,Defense
150,31,323,80,54,Midfield
160,26,292,80,53,Defense
350,17,893,74,55,Forward
170,24,293,63,32,Defense
200,26,265,66,63,Forward
210,20,420,68,57,Midfield
170,25,225,66,55,Midfield
190,24,371,42,55,Defense
170,26,247,73,57,Midfield
240,23,420,73,59,Midfield
190,21,323,22,7,Goalkeeper
140,27,256,69,53,Defense
190,21,314,73,57,Defense
210,19,347,47,13,Goalkeeper
130,28,163,68,49,Defense
220,22,429,63,49,Defense
240,23,456,74,59,Midfield
325,20,723,61,66,Midfield
260,21,507,65,47,Forward
150,20,315,42,12,Goalkeeper
40,36,70,40,27,Goalkeeper
210,21,347,63,38,Defense
220,21,418,65,53,Midfield
150,27,244,64,52,Midfield
290,19,819,60,45,Defense
210,20,326,58,51,Midfield
300,20,698,68,29,Defense
325,18,691,64,64,Midfield
270,21,513,78,64,Midfield
300,18,810,55,64,Midfield
325,19,756,65,58,Forward
290,19,740,73,50,Defense
325,17,943,52,62,Midfield
220,21,451,59,68,Defense
170,26,242,58,32,Defense
190,26,252,66,60,Midfield
325,19,674,60,65,Midfield
160,27,244,55,30,Defense
50,34,63,76,60,Midfield
325,20,788,55,58,Midfield
190,22,323,73,68,Defense
325,19,853,72,62,Midfield
260,20,605,55,33,Defense
220,20,363,76,63,Defense
290,20,616,76,64,Midfield
160,26,244,63,39,Defense
210,24,389,76,63,Midfield
160,26,260,70,51,Defense
200,21,330,64,59,Defense
220,24,363,55,58,Midfield
160,28,280,68,67,Forward
325,19,642,93,55,Midfield
150,27,229,53,26,Defense
300,20,578,65,43,Defense
230,22,403,66,60,Forward
210,21,410,78,57,Defense
230,23,391,48,57,Forward
190,24,333,56,60,Defense
20,37,25,30,32,Defense
220,22,418,18,8,Goalkeeper
210,24,362,68,69,Forward
325,19,821,67,55,Forward
220,23,374,65,56,Forward
250,21,488,68,54,Midfield
290,19,616,67,59,Defense
170,26,378,84,53,Defense
210,24,278,78,56,Midfield
270,18,560,68,65,Midfield
180,25,351,59,36,Defense
150,29,323,63,57,Midfield
200,20,440,56,57,Midfield
280,18,525,71,61,Forward
200,25,365,63,53,Midfield
120,30,210,63,47,Defense
140,32,217,71,62,Midfield
180,23,351,63,58,Defense
300,21,593,67,53,Midfield
350,21,709,68,65,Forward
230,23,426,77,60,Midfield
325,19,609,71,63,Midfield
200,26,365,69,60,Forward
240,20,408,62,63,Defense
180,23,261,66,62,Defense
325,18,691,72,65,Forward
300,19,713,64,57,Defense
200,25,265,84,58,Forward
220,23,429,52,37,Defense
250,22,425,65,57,Midfield
300,21,563,82,58,Midfield
210,22,320,82,61,Forward
160,23,212,64,52,Midfield
80,35,140,63,49,Forward
180,24,297,77,55,Defense
220,22,429,64,55,Defense
260,18,663,31,9,Goalkeeper
180,22,351,33,28,Defense
280,20,651,16,5,Goalkeeper
